,Date,Tweets
46,2021-06-19 14:36:31+00:00,I’m 35 and single with 120k in cash and $5.36 in retirement and live in an extended stay hotel. Should I buy my dream cryptopunk NFT to make into my Twitter avatar for 100k in crypto kitties? https://t.co/a1qLGVO5KV
47,2021-06-19 14:00:01+00:00,"Anyone wanna trade #501 for a CryptoPunk? :) 👽

#nftart #nftartist #nftcommunity #nftcollector
https://t.co/CzkIF9yMs6"
48,2021-06-19 07:56:56+00:00,"Code Punk #2086 #NFT minted on @hicetnunc2000 💥

Collect this one (3 ꜩ, 1/1): https://t.co/5GEMnVjSYS

@TheBakaArts #nftcollectibles #nfts #objkt #cryptoart #nftcollector #hicetnunc #nftart #nftartists #nftartist #nftshill #tezos #cleannft

(left CryptoPunk / right Code Punk) https://t.co/7xK3xSzh1R"
49,2021-06-19 05:37:42+00:00,"@boredapebot Thank you @SpottieWiFi for buying this BAYC 
The only #cryptopunks rapper and #BAYC rapper alive... 

The best (only) CryptoPunk rapper alive. Debut single 'I'm Spottie' now streaming! #ImSpottie spottiewifi@gmail.com 

I will be looking for that"
50,2021-06-19 04:09:18+00:00,@ElectionDayMad1 @mentalist420 Wow!! A #cryptopunk bought with ape’s dog!? @BoredApeYC you should be proud! You are making history!! 🍌
51,2021-06-19 02:02:09+00:00,What if @jjjjjjjjjjohn was the real CryptoPunk this whole time?
52,2021-06-19 01:59:30+00:00,"One of the perks of owning a cryptopunk: having a green name in the @larvalabs discord. Now I can let all the hot takes fly without getting talked down upon by Punk owners. We have the same privileges now. I’m doing this for the people, this is the people’s punk 😆 https://t.co/SFsVF7EsPx"
53,2021-06-19 00:50:05+00:00,"WHY ARGUE UNDER THE FREEWAY IN A TENT ABOUT BEING A CRYPTOPUNK APING INTO A PICKLE STORE WHILE DEFENDING YOUR POSITION AGAINST A CARTOON APE GANG AND A RED AVASTAR...........

WHEN YOU CAN LITERALLY BUY A CRYPTOLEO AND WIN THE WORLD.

#NFT https://t.co/hkWItIHNCf"
54,2021-06-18 21:55:44+00:00,"So this concept for minting sounded fun, nobody liked the @binance #CryptoPunk project copy nicknamed 'bunks'. So @0x_b1 and @Spongenuity are realising a new collectible that is rewarded to users who actively 🔥 the bunks they still own. A unique yet aggressive way to mint #NFTs https://t.co/E63VkPKhgV"
55,2021-06-18 15:36:49+00:00,"Would you rather get an Alien Cryptopunk right now or 10 WET per Waifu every day for the next 10 years? 

I’ll take Option B. 

That’s what passive income is. 

Find a way to make passive income, it’ll change your life. https://t.co/fgH9PR9kuh"
56,2021-06-18 14:11:59+00:00,Never seen a cryptopunk so hurt by another NFT. Truly astonishing
57,2021-06-18 14:07:26+00:00,@richerd @RogerDickerman cryptopunk #635
58,2021-06-18 12:48:49+00:00,"⚡️Woop-woop! Collector contest #3 is here⚡️

Main prize — CRYPTOPUNK #6691! (Price more $40k) from @larvalabs on @liquidifty 

Among the prizes: Bored Apes, works by Pak, XCOPY, Steven Baltay, x0r, Steve Aoki and other talented artists!

🔥👉 https://t.co/TWIzCQ4j1T
#NFTs #nft https://t.co/9RLjDsVhad"
59,2021-06-18 10:00:01+00:00,"The top 3 #NFT sales in the last 24 hours:

- @decentraland #4247 - $914.06k
- CryptoPunk #3873 - $141.44k
- CryptoPunk #9394 - $95.91k

Top NFT Sale rankings - it's something to keep an eye on https://t.co/WU6ZV9Af9R https://t.co/sCRy2120dJ"
60,2021-06-18 06:27:05+00:00,"So @BoredApeYC has been the best #NFT play since @nbatopshot, and the ape phenomenon has caused a wave of similar projects, being heavily pushed by those who made some early ape profits / missed out entirely. We saw similar with @TheHashmasks and the #Cryptopunk rise #NFTs https://t.co/kmsNwYfJpw"
61,2021-06-18 02:24:17+00:00,"@richerd CryptoPunk #3100 (or other interpretation of most valuable Punk)

Contenders:
@beeple Everydays: The First 5000 Days
@Mad_Dog_Jones Replicator (not just saying that)
@fvckrender first planet
Metaverse land that @DCLBlogger can select"
62,2021-06-18 01:44:26+00:00,"Redsun 
My cyberpunk NFTART 

https://t.co/pCQVrGcQU5…. 

#NFTs #NFT #NFTCommunity  #NFTartist #nftcolletor #NFTcollectibles #opensea #art #OpenSeaNFT
#OpenSea #ContemporaryArt #NFT_Whisperer #NFTSaredead #nftthailand #cryptoartist #CryptoPunk #cryptopunks https://t.co/t7vRLT1hEw"
63,2021-06-17 22:19:51+00:00,Buying a cryptopunk is like having sex for the first time. Both are on my bucket list.
64,2021-06-17 19:50:17+00:00,Do you think the $11.8million Christie’s CryptoPunk sale overshadows the smaller creators in NFT to the normal person outside NFT?
65,2021-06-17 16:08:03+00:00,"Great interview by @Loopifyyy with an early CryptoPunk investor that contains a quote I consider to be one of the most fundamental principles of art appreciation and patronage, digital or otherwise.

https://t.co/gFuIQLiEnh https://t.co/BcE3maUmDC https://t.co/dlBhVxOc0S"
66,2021-06-17 15:39:34+00:00,Love to see an artist and #cryptopunk / #BAYC member getting recognized for their talent! 🙌 https://t.co/KieOh2pIWi
67,2021-06-17 15:10:09+00:00,"This little beauty just traded for a 27eth cryptopunk. Art for art, everyone is happy!  https://t.co/HydPvpVRDr"
68,2021-06-17 15:09:28+00:00,Two people just swap traded Fidenza #479 for #CryptoPunk #410 🤯🔥. Pretty amazing thing especially for @tylerxhobbs and his #NFT project on @artblocks_io! https://t.co/DNwxYg6k6A
69,2021-06-17 09:54:34+00:00,I dare to go down the path started by our friend @mysavagedogs and say that we are also open to exchanging a custom art piece for a CryptoPunk 🙈🙈🙈
70,2021-06-17 09:16:47+00:00,Which of these would you pay 12 million for? A rare cryptopunk or a Banksy artwork? https://t.co/fLHB1LFX26
71,2021-06-17 04:36:09+00:00,"This a free education for anyone interested in learning about NFTs and crypto art. 

Broad representation in this epic collection, from land and art, to a Cryptopunk. 

Someone needs to contribute a Rare Pepe though 🐸 https://t.co/ensVM8pdF7"
72,2021-06-17 02:51:26+00:00,"Congratulations to @Btthecollector !

🏛️🐺🦅🌈

Prepare your fighters! #SummerofGladiators

Browse our collection here⤵️
https://t.co/jAQCD1SJoh

#nfts #pixelart #cryptoart #cryptopunk #altpunk 
@UnofficialPunks

  #gladiators #ancientrome #nftartist https://t.co/ho2K8ZsXb0"
73,2021-06-17 02:21:25+00:00,"Special version of @VoxelKitties for @virtual_berlin's @GutterCatGang 

Legendary Voxelkitty commissions are open for CryptoPunk and GutterCat owners, so slide into @SryAbtYourCats DMs if this interests you! https://t.co/yAJOyNDPgu"
74,2021-06-17 01:40:08+00:00,"Excited to announce that mint #79 of this amazing NFT from @Ness_Graphics will be one of our first prizes, to test our system, before the big CryptoPunk prize. https://t.co/yI59DRQUDm"
75,2021-06-17 00:39:12+00:00,"Wife asked what I wanted for birthday, told her “a #cryptopunk”. https://t.co/PTxveeSpok"
76,2021-06-17 00:29:09+00:00,We are glad to be @PunksOnSolana collectors. we will be giving 1 solpunk away if we can get 500 retweets and 500 likes on this post.  Winner must be following @Nekocatoken #Solana #solpunk #satoshi #Crypto #NFT #nftcollector #nftart #bitcoin #ETH #CRYPTOPUNK #altcoins #alt #alts https://t.co/VnA9bp7E0z
77,2021-06-16 21:50:00+00:00,"#MuchClicked

@etherchain_org v2 mobile app
@sillytuna $11.8m for alien CryptoPunk
@_FundOSS @Gitcoin Grants for open source
@SchorLukas chain-specific addresses
@trentmc0 use 721 &amp; 20 for IP
@arbitrum ArbRinkeby testnet
@njokic 1155 bezier bonding curves

https://t.co/VpHCYMazN1"
78,2021-06-16 21:27:29+00:00,"Theres still 4 left from the first drop for .03 eth! Each purchase comes with a physical bracelet! 
#NFTs #nftart #nftcollectors #NFTdrop #cryptopunks #CRYPTOPUNK #nonfungible #NFTcollectibles #punks #unofficialpunks #Ethereum $ETH $BTC https://t.co/l2ZDCMVy70"
79,2021-06-16 21:02:47+00:00,@digitalartchick Cryptopunk art only
80,2021-06-16 20:55:08+00:00,@sartoshi_nft Maybe also the LL Cryptopunk page will get updated.
81,2021-06-16 18:52:51+00:00,"✨✨D'Orsay Punk #36 is now available✨✨

A CryptoPunk chilling in Bazille's Studio 🎨
👇👇
https://t.co/a7ZmJqbrrr

#nftart #NFTCommunity #nftcollectors #nftcollector #NFTartists #artwork #NFTs #NFT  #NFTartist"
82,2021-06-16 18:18:15+00:00,"CryptoPunkDonkey #1.
This is the first 24x24 pixel CryptoPunkDonkey. 
@opensea
#OpenSeaNFT #nftart #nftcollector #nftcollectors #Crypto #Cryptocurency #CRYPTOPUNK #CryptoPunkDonkey #Foundation
https://t.co/IdjAVoZGUg"
83,2021-06-16 16:41:46+00:00,"@mutantkongs 

If ya wanted to Join @CyberKongz , all ya had to do was ask 😆

#NFT #NFTCommunity #NFTGiveaway #nftcollector #nftart #NFTartist #Cryptopunk #cryptoart #NFTshill #NFTcollectibles #NFTsale #DeFi #HODL #NFTs #altcoin 
@opensea"
84,2021-06-16 14:54:43+00:00,Nothing better than seeing another Twitter profile that has a #CryptoPunk with a rainbow background as the pfp! Happy Pride to you @gmoneyNFT! 🏳️‍🌈❤️
85,2021-06-16 14:51:31+00:00,"@cipcity Great question! 

I like to be diversified, so don't want all my NFT exposure concentrated on Apes. 

Also, getting a cryptopunk is special, like the holy grail for NFT collectors.

I also think accumulating when things are ""not hot"" is more profitable than #1 trending."
86,2021-06-16 14:27:05+00:00,"Congratulations to @Josh4489 

Prepare your fighters! #SummerofGladiators

Browse our collection here⤵️
https://t.co/jAQCD1SJoh

#nfts #pixelart #cryptoart #cryptopunk #altpunk 
@UnofficialPunks
  #gladiators #ancientrome #nftartist https://t.co/ddB0evCPzP"
87,2021-06-16 10:41:13+00:00,Sad I didn’t see any #Cryptopunk #BAYC while passing thru #TimesSquare yesterday but We do have some Friends in High places #NFTGuild #NYC #NFT 👀💀 https://t.co/OTmYiMW6Dk
88,2021-06-16 10:18:43+00:00,"I think I've solved #crypto twitter profile pics.
Laser Eyes = Block
CryptoPunk = Follow
#bitcoin #Cryptocurency"
89,2021-06-16 05:30:49+00:00,"When you start with a @cryptobabypunks and end with a CryptoPunk from @larvalabs ! 😍🍼

Congrats @allenwhudson 💪❤️🍼

This is the Punks life! ❤️🍼
(@bernardo_cafe @CardilloSamuel @takesprofits same story ❤️) https://t.co/hIjnYB6zfB"
90,2021-06-16 05:03:17+00:00,"#cryptopunksfloorhistory Wednesday Update:

Larva Labs floor: 15.40Ξ 📈
112 punks for sale below 20Ξ (–2)
https://t.co/hSfxyI0xkF

OpenSea floor (Wrapped CryptoPunks): 19.00Ξ 😴
https://t.co/cfrUwtZBYw

#CryptoPunks #CryptoPunk #NFT $ETH https://t.co/VRVbKrqYvK"
91,2021-06-16 04:19:44+00:00,Just picked up a cute #CRYPTOPUNK #4114 to complement my @cryptobabypunks #314. Love the resemblance to REAL PUNK #001 https://t.co/s04RaXAB5M
92,2021-06-16 03:49:30+00:00,In case you didn’t follow the story I just traded a savage dog piece for a cryptopunk. Tempted to charge 20eth for all my pieces from now on https://t.co/at3h9ibki9
93,2021-06-16 02:45:32+00:00,"🏛️🐺🦅🌈
Congratulations @Corso52 and welcome to the #RomanPunk Senate!

Prepare your fighters! #SummerofGladiators

Browse our collection here⤵️
https://t.co/jAQCD1SJoh

#nfts #pixelart #cryptoart #cryptopunk #altpunk 
@UnofficialPunks  #gladiators #ancientrome #nftartist https://t.co/ebzc3jlZka"
94,2021-06-15 23:38:09+00:00,"At this very moment, @bitcoinski has the very difficult task of reviewing a commissioned work done by me, valued at a price of 16.49Ξ and paid in form of a cryptopunk.

What a crazy time to be alive."
95,2021-06-15 23:24:46+00:00,"🚨 Secondary Alert🚨
VOX Devil #10 and #13 were scooped from the floor by @opensea user 'CryptoPunk' 👀.
Go check out the secondary for some fire deals right now. Special the Rainbow dancing girl 🔥
.
Link: https://t.co/D6ZJ0jhskm
.
#NFTCommunity #nftcollector #sold #nftart https://t.co/qx8rqgzlzB"
96,2021-06-15 22:25:52+00:00,@VonCryptoSoul Finishing a piece worthy of a cryptopunk
97,2021-06-15 22:10:48+00:00,"🏛️🐺🦅🌈

Congratulations @iRunPro and welcome to the #RomanPunk Senate!

Browse our collection here⤵️
https://t.co/jAQCD1SJoh

#nfts #pixelart #cryptoart #cryptopunk #altpunk @UnofficialPunks #gladiators #ancientrome #nftartist https://t.co/X4nTgWtvIy"
98,2021-06-15 21:21:55+00:00,"i am not painting a cryptopunk, i am not painting a cryptopunk, i! am! not! painting a cryptopunk https://t.co/GwYGOEUocx"
99,2021-06-15 20:53:00+00:00,"Everyone wants to own the next cryptopunk, but who is willing to do the work? You have to build the community! Here’s why you should, and how to do it. (1/n)"
100,2021-06-15 19:15:14+00:00,"So my artwork ""Mediterranean Bay"" is the second oldest mint in the MoCA Permanent Collection @MuseumofCrypto, right after a #cryptopunk. Is that cool or what? #NFT #raredigitalart 

See the whole list here: https://t.co/EDFs4ULtHn https://t.co/JvoTYg1u8x"
101,2021-06-15 19:11:16+00:00,"⚡️Hold your $LQT – we are going to present CryptoPunk #6691!⚡️ 

CryptoPunk #6691 and other valuable NFTs will be granted to the $LQT holders during our Collector Contest #3! 

Stay tuned for the updates! Details will be revealed this Friday, June 18!

#NFT #Giveaways #BSCGem https://t.co/3B9LMtEhrD"
102,2021-06-15 19:02:41+00:00,"🚨Trading Free NFTs To A CryptoPunk - EP 2- is live on YouTube 🚨

We are now on trade 4 and have an epic @decentraland wearable. Open to all #NFT offers. 😆

This video truly shows how epic the #Decentraland community is - https://t.co/LvoZpfKxBi #NFTCommunity #trading https://t.co/zUuxn5yufQ"
103,2021-06-15 18:28:09+00:00,"Liquidifty @liquidifty – an NFT Marketplace on #BSC successfully finished its IDO on 4 big launchpads today and now being traded on @pancakeswap

https://t.co/QnxazYlEKS

$LQT holding it can be part in the cryptopunk giveaway according to the press release https://t.co/re9Ji4I10J https://t.co/KAaeK0hynm"
104,2021-06-15 17:28:31+00:00,"Un CryptoPunk de 576 pixels s'est vendu pour la somme record de 11,8 millions de dollars, devenant le #NFT le plus cher de cette collection 💰 La vente de ce NFT a été organisée par la célèbre maison de vente aux enchères @Sothebys 👇

https://t.co/9SeAUyAiKY"
105,2021-06-15 17:27:20+00:00,"Now the first wave of Cthulhu has arrived: #1 to #100

Do you hear that.....? ""Ph'nglui mglw'nafh Cthulhu R'lyeh wgah'nagl fhtagn""

#3 Nielsen by Cthulhu Army. Check it out: https://t.co/yCjddLUMil

#nftart #nft #NFTartist #nftcollector #NFTCommunity #cryptopunk #cryptoart https://t.co/R87fWXgU4i"
106,2021-06-15 14:38:15+00:00,ADOPTED this sick lil punk baby today! #PUNKBABIES #NFTs #PunkBaby #CryptoPunk Check out this account on OpenSea https://t.co/AcCqjhZ59T via @opensea
107,2021-06-15 14:34:07+00:00,"Auction house @sothebys launched a gallery in @decentrland while hosting the auction of CryptoPunk 7523, which sold for a record $11.8 million. Meanwhile, @metaplexnft launched an #NFT marketplace on @solana &gt; https://t.co/rOjOXQ4Cy5

Author: @matthewcrypto3
Editor: @Shasdam https://t.co/t2y1F2HzGZ"
108,2021-06-15 14:20:31+00:00,"Code Punk #7247 #NFT minted on @hicetnunc2000 💥

Collect this one (4 ꜩ, 1/1): https://t.co/krwMzI6YXb

#nftcollectibles #nfts #objkt #cryptoart #nftcollectors #hicetnunc #hicetnunc2000 #cryptopunk #altpunks #cleannft #tezosnft #nftdrop

(left CryptoPunk / right Code Punk) https://t.co/5wS6ccYY6Q"
109,2021-06-15 13:53:38+00:00,"🏛️🐺🦅🌈

Happy MARS Day! ⚔️Great day to grab a GLADIATOR.

#BitShields &amp; #RomanPunks have combined again to offer bundle #3!

Get it!⤵️
https://t.co/bmu4bDcMgm

Follow @BitShields_NFT &amp; @RomanPunksNFT 
#nftcollector #pixelart #cryptoart #cryptopunk #altpunks #cryptopunks #nfts https://t.co/ovyBukhJIx"
110,2021-06-15 13:27:52+00:00,"Meet #2560, leading a posh Parisian life ✨🍸
...and getting animated soon 🤩

.

#CRYPTOPUNK #vectorArt #NFT #NFTartist #NFTart #NFTcollector #NFTcommunity #color #animation https://t.co/ObFJjd6mJE"
111,2021-06-15 10:30:32+00:00,"$11.8 MILLION 😱

This alien #Cryptopunk sold for a record-breaking $11.8 million at @Sothebys last week! 🥳

I think we might have a contender for the highest #NFT sale for June 😏

🟢 Check out what the highest sales for May were here - https://t.co/A5iGNlfMRo https://t.co/dw2FRz7MbA"
